FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	Pvalue	Pvalue_FDR	Pvalue_bonferroni	Region
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000213672.3.NCKIPSD.wgt.RDat	NCKIPSD	3	4.87e+07	4.87e+07	0.226	rs12497850	-5.74	rs7432989	 0.23388	-4.85	-4.7627	256	14	enet	 0.22180	5.44e-06	 3.998	6.39e-05	6.39e-05	0.00369458181818182	0.0406404	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000229759.1.MRPS18AP1.wgt.RDat	MRPS18AP1	3	4.83e+07	4.83e+07	0.221	rs12497850	-5.74	rs1045482	 0.11193	 4.22	 3.9310	239	 4	lasso	 0.09588	2.85e-03	 3.931	8.46e-05	8.46e-05	0.0044838	0.0538056	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000115604.6.IL18R1.wgt.RDat	IL18R1	2	1.03e+08	1.03e+08	0.296	rs12467316	 6.40	rs7568913	 0.22496	-5.02	-2.0354	571	21	enet	 0.24283	1.77e-06	 3.8503	0.000118	0.000118	0.00577292307692308	0.075048	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000069275.12.NUCKS1.wgt.RDat	NUCKS1	1	2.06e+08	2.06e+08	0.404	rs823114	-10.35	rs823130	 0.259633	-4.98	 4.0354	407	 4	lasso	 0.27396	3.20e-07	-3.7434	1.82e-04	0.000182	0.008268	0.115752	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000197165.6.SULT1A2.wgt.RDat	SULT1A2	16	28603264	28608430	0.225	rs4072402	-5.39	rs11074907	 0.2257	 4.67	-3.7563	 176	 4	lasso	 0.22346	4.98e-06	-3.6910	0.000223	0.000223	0.0094552	0.141828	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000166582.5.CENPV.wgt.RDat	CENPV	17	16247911	16256813	0.200	rs4792735	  3.92	rs3112521	 0.32793	 5.43	  3.5299	274	 1	lasso	 0.27443	3.12e-07	  3.5299	4.16e-04	0.000416	0.0156381176470588	0.264576	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000171103.6.TRMT61B.wgt.RDat	TRMT61B	2	2.91e+07	2.91e+07	0.271	rs35805618	 4.64	rs4132617	 0.11933	 4.92	-3.9652	582	11	enet	 0.20527	1.29e-05	-3.5282	0.000418	0.000418	0.0156381176470588	0.265848	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000213658.6.LAT.wgt.RDat	LAT	16	28996147	29002104	0.148	rs4072402	-5.39	rs12928404	 0.0444	 3.90	-4.6610	 171	 4	lasso	 0.07797	6.67e-03	-3.4588	0.000542	0.000542	0.0191506666666667	0.344712	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000171962.13.LRRC48.wgt.RDat	LRRC48	17	17876127	17920203	0.140	rs11868035	 -4.95	rs7406982	 0.01312	 3.45	 -2.8417	364	18	lasso	 0.01669	1.29e-01	 -3.4287	6.07e-04	0.000607	0.0203185263157895	0.386052	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000100413.12.POLR3H.wgt.RDat	POLR3H	22	41926691	41940610	0.230	rs5758264	-4.39	rs17367716	 0.05776	 3.67	-2.7958	293	20	enet	 0.03774	4.53e-02	-3.319	0.000902	0.000902	0.0286836	0.573672	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000173226.12.IQCB1.wgt.RDat	IQCB1	3	1.21e+08	1.22e+08	0.371	rs17265703	 4.13	rs9824133	 0.26345	-4.84	 3.0870	419	 9	lasso	 0.22303	5.10e-06	-3.265	1.09e-03	0.00109	0.0323530434782609	0.69324	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000164048.9.ZNF589.wgt.RDat	ZNF589	3	4.83e+07	4.83e+07	0.182	rs12497850	-5.74	rs7619865	 0.12442	 4.38	 2.0123	248	 6	lasso	 0.14233	3.05e-04	 3.251	1.15e-03	0.00115	0.0323530434782609	0.7314	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000272501.1.XXbac-BPG299F13.17.wgt.RDat	XXbac-BPG299F13.17	6	31162977	31165814	0.220	rs1265093	-2.86	rs1966	0.00673	-3.58	-2.4039	168	19	enet	0.0152	1.39e-01	 3.245	0.00117	0.00117	0.0323530434782609	0.74412	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000105928.9.DFNA5.wgt.RDat	DFNA5	7	2.47e+07	2.48e+07	0.328	rs2521769	-3.71	rs876308	 1.91e-01	 4.78	-3.551	682	27	enet	 0.23736	2.38e-06	-3.207	1.34e-03	0.00134	0.03551	0.85224	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000164346.5.NSA2.wgt.RDat	NSA2	5	7.41e+07	7.41e+07	0.471	rs6873912	 3.28	rs957680	 0.45457	 6.28	 3.232	468	 4	lasso	 0.46131	1.92e-12	 3.162	0.00157	0.00157	0.0399408	0.99852	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000078487.13.ZCWPW1.wgt.RDat	ZCWPW1	7	1.00e+08	1.00e+08	0.260	rs11769700	-4.04	rs35111986	 2.63e-01	 5.28	-3.783	304	 5	lasso	 0.26030	6.84e-07	-3.150	1.64e-03	0.00164	0.0401169230769231	1	GTEx.Brain_Putamen_basal_ganglia
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000137804.8.NUSAP1.wgt.RDat	NUSAP1	15	4.16e+07	4.17e+07	0.378	rs2297380	-4.93	rs34040639	0.29774	 5.77	 3.2117	303	20	lasso	 0.33493	9.15e-09	 3.1309	0.00174	0.00174	0.0409866666666667	1	GTEx.Brain_Putamen_basal_ganglia
