FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	Pvalue	Pvalue_FDR	Pvalue_bonferroni	Region
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000124613.4.ZNF391.wgt.RDat	ZNF391	6	27342394	27371683	0.1869	rs4713118	 7.16	rs2206252	0.10503	-4.02	-3.341	392	 8	lasso	0.1512	8.24e-05	 5.2233	1.76e-07	1.76e-07	1.5056e-05	0.000165616	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000213672.3.NCKIPSD.wgt.RDat	NCKIPSD	3	4.87e+07	4.87e+07	0.1854	rs12497850	-5.74	rs1352420	 0.15768	-4.88	-5.4322	256	14	enet	 0.14426	1.21e-04	 5.0015	5.69e-07	5.69e-07	4.46190833333333e-05	0.000535429	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000241106.2.HLA-DOB.wgt.RDat	HLA-DOB	6	32780540	32781248	0.2268	rs3763355	-4.09	rs4148876	0.01353	 4.28	-3.313	253	 9	enet	0.0427	2.76e-02	-4.9745	6.54e-07	6.54e-07	4.73395384615385e-05	0.000615414	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000196118.7.C16orf93.wgt.RDat	C16orf93	16	30772519	30772656	0.252	rs9938550	-6.82	rs11574947	 0.13378	 4.51	 2.2485	202	16	enet	 0.23146	8.28e-07	 4.7521	2.01e-06	2.01e-06	0.000135100714285714	0.00189141	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000251417.1.RP11-1348G14.4.wgt.RDat	RP11-1348G14.4	16	28814097	28829149	0.109	rs4072402	-5.39	rs8049439	 0.05307	-3.65	-4.5478	177	 3	lasso	 0.03837	3.49e-02	 4.4836	7.34e-06	7.34e-06	0.000460462666666667	0.00690694	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000213639.5.PPP1CB.wgt.RDat	PPP1CB	2	2.90e+07	2.90e+07	0.2670	rs35805618	 4.64	rs3768665	 0.13496	-4.24	-3.6923	536	 5	lasso	 0.12111	4.26e-04	 4.2853	1.82e-05	1.82e-05	0.0010703875	0.0171262	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000078487.13.ZCWPW1.wgt.RDat	ZCWPW1	7	1.00e+08	1.00e+08	0.439	rs11769700	-4.04	rs11559117	 0.382889	 6.24	-3.8671	304	12	lasso	0.34498	5.64e-10	-4.2240	2.40e-05	2.4e-05	0.00132847058823529	0.022584	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000184545.6.DUSP8.wgt.RDat	DUSP8	11	1.58e+06	1.59e+06	0.281	rs542605	-3.43	rs7120258	 0.02886	-3.88	-2.65581	375	10	lasso	 0.151157	8.28e-05	 4.20286	2.64e-05	2.64e-05	0.00136197368421053	0.0248424	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000163938.12.GNL3.wgt.RDat	GNL3	3	5.27e+07	5.27e+07	0.1382	rs13083798	-4.62	rs13303	 0.15002	 4.29	-3.6018	378	10	enet	 0.13231	2.32e-04	-4.1933	2.75e-05	2.75e-05	0.00136197368421053	0.0258775	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000171103.6.TRMT61B.wgt.RDat	TRMT61B	2	2.91e+07	2.91e+07	0.3870	rs35805618	 4.64	rs4132617	 0.23665	 5.06	-3.9652	582	 8	lasso	 0.16647	3.54e-05	-4.1197	3.79e-05	3.79e-05	0.001783195	0.0356639	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000145217.9.SLC26A1.wgt.RDat	SLC26A1	4	9.73e+05	9.87e+05	0.302	rs4690326	10.12	rs3822020	 0.23849	 4.94	 3.7265	 380	 3	lasso	 0.15175	8.01e-05	 3.92222	8.77e-05	8.77e-05	0.00381718695652174	0.0825257	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000115041.8.KCNIP3.wgt.RDat	KCNIP3	2	9.60e+07	9.61e+07	0.0716	rs2320431	-4.54	rs3112992	 0.08420	 3.75	-3.5214	113	 2	lasso	 0.06899	6.84e-03	-3.9087	9.28e-05	9.28e-05	0.00381718695652174	0.0873248	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000223745.3.RP4-717I23.3.wgt.RDat	RP4-717I23.3	1	9.37e+07	9.38e+07	0.483	rs4847399	 4.86	rs771463	 0.52954	-7.10	 3.8808	316	12	lasso	 0.530899	1.63e-16	-3.90735	9.33e-05	9.33e-05	0.00381718695652174	0.0877953	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000235109.3.ZSCAN31.wgt.RDat	ZSCAN31	6	28292470	28324048	0.4619	rs573179	 5.38	rs203876	0.16763	 5.56	 3.675	390	12	lasso	0.1641	4.03e-05	 3.8836	1.03e-04	0.000103	0.00403845833333333	0.096923	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000267454.1.ZNF582-AS1.wgt.RDat	ZNF582-AS1	19	56905025	56905810	0.600	rs8112935	-4.32	rs9636161	 0.19052	-5.07	 3.8400	510	 9	lasso	 0.16491	3.86e-05	-3.6057	0.000311	0.000311	0.01170604	0.292651	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000173226.12.IQCB1.wgt.RDat	IQCB1	3	1.21e+08	1.22e+08	0.3423	rs17265703	 4.13	rs6767409	 0.23932	 4.87	-3.3879	419	48	enet	 0.21988	1.65e-06	-3.4586	5.43e-04	0.000543	0.0196524230769231	0.510963	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000164346.5.NSA2.wgt.RDat	NSA2	5	7.41e+07	7.41e+07	0.873	rs6873912	 3.28	rs6877188	 0.646526	 7.81	 3.201	468	64	enet	 0.65928	9.75e-23	 3.3508	8.06e-04	0.000806	0.0280905925925926	0.758446	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000146834.9.MEPCE.wgt.RDat	MEPCE	7	1.00e+08	1.00e+08	0.154	rs11769700	-4.04	rs6975729	 0.086326	-3.96	-3.6972	291	 5	lasso	0.04495	2.45e-02	 3.3236	8.89e-04	0.000889	0.02987675	0.836549	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000260778.2.MIR940.wgt.RDat	MIR940	16	 2318624	 2323419	0.357	rs7187438	 3.75	rs155243	 0.16936	 4.34	-2.7565	330	 4	lasso	 0.11398	6.25e-04	-3.2782	1.04e-03	0.00104	0.0337462068965517	0.97864	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000250565.2.ATP6V1E2.wgt.RDat	ATP6V1E2	2	4.67e+07	4.68e+07	0.3990	rs6742593	 2.79	rs12997164	-0.00949	-3.72	 1.2482	682	35	enet	 0.05565	1.39e-02	-3.1836	1.45e-03	0.00145	0.0454816666666667	1	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000085514.11.PILRA.wgt.RDat	PILRA	7	1.00e+08	1.00e+08	0.480	rs11769700	-4.04	rs11761253	 0.488269	 7.15	-2.5442	304	 6	lasso	0.48730	8.87e-15	-3.1749	1.50e-03	0.0015	0.0455322580645161	1	GTEx.Brain_Frontal_Cortex_BA9
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000272501.1.XXbac-BPG299F13.17.wgt.RDat	XXbac-BPG299F13.17	6	31162977	31165814	0.3364	rs1265093	-2.86	rs1966	0.17451	-4.44	-2.404	168	18	enet	0.2433	4.06e-07	 3.1566	1.60e-03	0.0016	0.04705	1	GTEx.Brain_Frontal_Cortex_BA9
