FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	Pvalue	Pvalue_FDR	Pvalue_bonferroni	Region
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000103496.10.STX4.wgt.RDat	STX4	16	31044210	31054296	0.137	rs9938550	-6.82	rs12445568	 0.24687	 5.33	-6.5798	 236	 1	lasso	 0.24330	8.31e-08	-6.57983	4.71e-11	4.71e-11	7.9285e-09	9.5142e-08	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000103510.15.KAT8.wgt.RDat	KAT8	16	31127075	31142714	0.207	rs9938550	-6.82	rs4527034	 0.00998	-4.23	 6.1724	 240	 9	lasso	 0.04964	1.39e-02	-6.04195	1.52e-09	1.52e-09	2.36184615384615e-07	3.0704e-06	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000127418.10.FGFRL1.wgt.RDat	FGFRL1	4	1.00e+06	1.02e+06	0.3193	rs4690326	10.12	rs2290409	 0.00783	 3.87	 2.06667	 376	41	enet	 0.110541	3.76e-04	-5.94987	2.68e-09	2.68e-09	3.86685714285714e-07	5.4136e-06	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000145217.9.SLC26A1.wgt.RDat	SLC26A1	4	9.73e+05	9.87e+05	0.6081	rs4690326	10.12	rs3796622	 0.41033	 6.64	 3.91379	 380	22	enet	 0.463439	2.12e-15	 5.91212	3.38e-09	3.38e-09	4.55173333333333e-07	6.8276e-06	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000099365.5.STX1B.wgt.RDat	STX1B	16	31000577	31021949	0.236	rs9938550	-6.82	rs35468353	 0.15576	 5.13	-6.5798	 231	11	lasso	 0.18156	4.77e-06	-5.43654	5.43e-08	5.43e-08	6.855375e-06	0.000109686	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000164615.3.CAMLG.wgt.RDat	CAMLG	5	1.34e+08	1.34e+08	0.3056	rs17167632	-5.41	rs11948613	 0.26668	 5.70	-5.35106	295	13	lasso	 0.24481	7.50e-08	-5.3783	7.52e-08	7.52e-08	8.93552941176471e-06	0.000151904	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000261766.1.RP11-22P6.2.wgt.RDat	RP11-22P6.2	16	28873487	28874661	0.152	rs4072402	-5.39	rs7185232	 0.08179	-4.09	-5.3307	 172	 3	lasso	 0.04390	1.95e-02	 5.17924	2.23e-07	2.23e-07	2.50255555555556e-05	0.00045046	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000189157.9.FAM47E.wgt.RDat	FAM47E	4	7.71e+07	7.72e+07	0.2491	rs12651582	 7.55	rs6849069	 0.16944	 4.70	-2.94783	 500	 7	lasso	 0.171127	9.22e-06	-5.09129	3.56e-07	3.56e-07	3.78484210526316e-05	0.00071912	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000177352.9.CCDC71.wgt.RDat	CCDC71	3	4.92e+07	4.92e+07	0.2072	rs12497850	-5.74	rs4858828	 0.24794	 5.25	-5.41525	 256	 6	lasso	 0.255311	3.65e-08	-5.0729	3.92e-07	3.92e-07	3.9592e-05	0.00079184	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000113621.10.TXNDC15.wgt.RDat	TXNDC15	5	1.34e+08	1.34e+08	0.4811	rs17167632	-5.41	rs3733897	 0.35581	 7.63	-4.56395	340	 4	lasso	 0.47712	5.74e-16	-4.5643	5.01e-06	5.01e-06	0.000481914285714286	0.0101202	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000226314.3.ZNF192P1.wgt.RDat	ZNF192P1	6	28129559	28137372	0.566	rs4713118	 7.16	rs9393897	 0.49415	 7.18	 4.6593	457	53	enet	0.5351	1.53e-18	 4.45079	8.56e-06	8.56e-06	0.000785963636363636	0.0172912	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000103932.7.RPAP1.wgt.RDat	RPAP1	15	4.18e+07	4.18e+07	0.162	rs2297380	-4.93	rs2297379	 0.097596	-4.23	 2.96491	363	 5	lasso	 0.12509	1.57e-04	-4.4390	9.04e-06	9.04e-06	0.000793947826086956	0.0182608	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000223745.3.RP4-717I23.3.wgt.RDat	RP4-717I23.3	1	9.37e+07	9.38e+07	0.484	rs4847399	  4.86	rs546	 0.53005	-7.60	 3.78378	316	32	enet	 0.570119	2.95e-20	-4.1808	2.91e-05	2.91e-05	0.00244925	0.058782	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000178252.13.WDR6.wgt.RDat	WDR6	3	4.90e+07	4.91e+07	0.0819	rs12497850	-5.74	rs3212	 0.05619	 3.65	-4.10084	 256	31	enet	 0.039086	2.60e-02	-4.1609	3.17e-05	3.17e-05	0.00256136	0.064034	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000267454.1.ZNF582-AS1.wgt.RDat	ZNF582-AS1	19	56905025	56905810	0.258	rs8112935	-4.32	rs9636161	 0.194962	-5.10	 3.8400	510	 6	enet	 0.113130	3.22e-04	-4.14858	3.35e-05	3.35e-05	0.00260269230769231	0.06767	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000196502.7.SULT1A1.wgt.RDat	SULT1A1	16	28616903	28634946	0.292	rs4072402	-5.39	rs3859172	 0.15101	-4.90	-4.1111	 178	18	enet	 0.14665	4.22e-05	 4.10911	3.97e-05	3.97e-05	0.00286407142857143	0.080194	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000262879.1.RP11-156P1.3.wgt.RDat	RP11-156P1.3	17	45061411	45177689	0.2405	rs199439	-14.88	rs11079750	 0.126103	-4.56	  2.60345	291	28	enet	 0.20727	9.13e-07	 -4.1093	3.97e-05	3.97e-05	0.00286407142857143	0.080194	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000073670.9.ADAM11.wgt.RDat	ADAM11	17	42836399	42859214	0.1696	rs5910	  5.31	rs6503398	 0.187199	 4.94	  3.47826	388	 8	enet	 0.18279	4.41e-06	  4.0430	5.28e-05	5.28e-05	0.00367779310344828	0.106656	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000175662.13.TOM1L2.wgt.RDat	TOM1L2	17	17746828	17875736	0.0992	rs11868035	 -4.95	rs4925115	 0.058694	-4.01	 -4.11864	422	 5	lasso	 0.02374	6.60e-02	  3.9790	6.92e-05	6.92e-05	0.00460690322580645	0.139784	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000237765.2.FAM200B.wgt.RDat	FAM200B	4	1.57e+07	1.57e+07	0.2089	rs4698412	-9.13	rs1786	 0.19997	-4.71	-4.31111	 542	 3	lasso	 0.194102	2.14e-06	 3.97385	7.07e-05	7.07e-05	0.00460690322580645	0.142814	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000185829.11.ARL17A.wgt.RDat	ARL17A	17	44594068	44657088	0.6943	rs199439	-14.88	rs17698176	 0.351834	 6.66	  4.02564	136	13	lasso	 0.43857	2.09e-14	  3.9655	7.33e-05	7.33e-05	0.0046270625	0.148066	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000197165.6.SULT1A2.wgt.RDat	SULT1A2	16	28603264	28608430	0.165	rs4072402	-5.39	rs4788079	 0.04982	 3.89	-3.6316	 176	16	enet	 0.10167	6.39e-04	-3.91256	9.13e-05	9.13e-05	0.00558866666666667	0.184426	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000179406.6.LINC00174.wgt.RDat	LINC00174	7	6.58e+07	6.59e+07	0.337	rs12532327	-4.22	rs3735141	 2.25e-01	 5.11	-4.0097	238	13	lasso	 0.185103	3.81e-06	-3.8975	9.72e-05	9.72e-05	0.00577142857142857	0.196344	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000166582.5.CENPV.wgt.RDat	CENPV	17	16247911	16256813	0.1453	rs4792735	  3.92	rs3112521	 0.077583	 4.00	  3.52991	274	14	enet	 0.08345	1.88e-03	  3.8905	1.00e-04	1e-04	0.00577142857142857	0.202	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000164045.7.CDC25A.wgt.RDat	CDC25A	3	4.82e+07	4.82e+07	0.1559	rs4858798	-5.45	rs9311421	 0.14232	 4.55	 3.82500	 220	 4	lasso	 0.106282	4.85e-04	 3.8139	1.37e-04	0.000137	0.00768722222222222	0.27674	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000155066.11.PROM2.wgt.RDat	PROM2	2	9.59e+07	9.60e+07	0.0682	rs2320431	-4.54	rs2320619	 0.098782	-3.59	-3.7910	112	 2	lasso	 0.062382	6.52e-03	 3.79244	0.000149	0.000149	0.00813459459459459	0.30098	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000120910.10.PPP3CC.wgt.RDat	PPP3CC	8	2.23e+07	2.24e+07	0.325	rs13264187	 5.55	rs2469769	 0.09971	-4.76	-3.2927	 558	 8	lasso	 0.10039	6.90e-04	 3.7717	0.000162	0.000162	0.00861157894736842	0.32724	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000163938.12.GNL3.wgt.RDat	GNL3	3	5.27e+07	5.27e+07	0.1398	rs13083798	-4.62	rs2083180	 0.07064	-4.31	 3.14912	 378	43	enet	 0.089838	1.29e-03	-3.6734	2.39e-04	0.000239	0.0123789743589744	0.48278	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000215032.2.GNL3LP1.wgt.RDat	GNL3LP1	5	6.02e+07	6.02e+07	0.1779	rs976080	 7.48	rs10062240	 0.18345	 4.48	-3.50442	317	 9	enet	 0.11341	3.17e-04	-3.6035	3.14e-04	0.000314	0.015857	0.63428	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000204556.4.CTD-2514C3.1.wgt.RDat	CTD-2514C3.1	20	25999468	26001320	0.209	rs12625395	-4.69	rs2752929	 0.05284	-4.31	-2.6105	102	 5	lasso	 0.14980	3.47e-05	 3.5730	0.000353	0.000353	0.0173917073170732	0.71306	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000173226.12.IQCB1.wgt.RDat	IQCB1	3	1.21e+08	1.22e+08	0.1991	rs17265703	 4.13	rs9824133	 0.11265	-4.12	 3.08696	 419	10	lasso	 0.097945	7.97e-04	-3.5665	3.62e-04	0.000362	0.0174104761904762	0.73124	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000069275.12.NUCKS1.wgt.RDat	NUCKS1	1	2.06e+08	2.06e+08	0.222	rs823114	-10.35	rs823154	 0.12773	-4.51	 3.72807	407	 3	lasso	 0.082262	2.02e-03	-3.5421	3.97e-04	0.000397	0.0186497674418605	0.80194	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000163788.9.SNRK.wgt.RDat	SNRK	3	4.33e+07	4.35e+07	0.2560	rs17473118	-3.49	rs7639584	 0.01367	 4.19	-3.08784	 391	 5	lasso	 0.039274	2.57e-02	-3.4845	4.93e-04	0.000493	0.0226331818181818	0.99586	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000140691.12.ARMC5.wgt.RDat	ARMC5	16	31469401	31478487	0.228	rs9938550	-6.82	rs8045738	 0.03815	-3.79	 0.6508	 269	13	lasso	 0.03967	2.51e-02	-3.47235	5.16e-04	0.000516	0.0231626666666667	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000272720.1.CTA-228A9.3.wgt.RDat	CTA-228A9.3	22	38486134	38487566	0.174	rs4373009	 3.32	rs4373009	 0.06234	-4.24	 3.3248	329	14	enet	 0.106398	4.82e-04	-3.4652	0.00053	0.00053	0.0232739130434783	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000197774.8.EME2.wgt.RDat	EME2	16	 1823208	 1826340	0.224	rs182939	-3.74	rs2575329	 0.07606	 4.30	-3.5678	 452	 4	lasso	 0.04609	1.71e-02	-3.42083	6.24e-04	0.000624	0.0263020833333333	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000173295.3.FAM86B3P.wgt.RDat	FAM86B3P	8	8.09e+06	8.10e+06	0.189	rs2921077	 4.05	rs2980436	 0.13983	-5.59	 3.0284	 327	 5	lasso	 0.16022	1.82e-05	-3.4205	0.000625	0.000625	0.0263020833333333	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000153560.7.UBP1.wgt.RDat	UBP1	3	3.34e+07	3.35e+07	0.4055	rs1052812	 3.91	rs6771847	 0.49837	 7.36	 2.83766	 364	 8	lasso	 0.547880	3.74e-19	 3.4142	6.40e-04	0.00064	0.0263836734693878	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000265678.1.RP11-1376P16.2.wgt.RDat	RP11-1376P16.2	17	80111306	80112691	0.1520	rs9907757	  3.49	rs12945993	 0.188450	-4.62	  3.36842	299	 2	lasso	 0.15671	2.27e-05	 -3.3762	7.35e-04	0.000735	0.029694	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000152128.13.TMEM163.wgt.RDat	TMEM163	2	1.35e+08	1.35e+08	0.4360	rs6430538	-9.59	rs12997281	 0.128303	-4.57	-2.8346	586	22	enet	 0.283784	4.96e-09	 3.37002	0.000752	0.000752	0.0297850980392157	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000138175.8.ARL3.wgt.RDat	ARL3	10	1.04e+08	1.04e+08	0.1997	rs11598856	-4.66	rs284855	 0.09208	 4.50	-1.9912	366	32	enet	 0.07208	3.68e-03	-3.3629	0.000771	0.000771	0.0299503846153846	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000198218.6.QRICH1.wgt.RDat	QRICH1	3	4.91e+07	4.91e+07	0.1466	rs12497850	-5.74	rs4974083	 0.15450	 4.65	-3.16418	 269	 5	lasso	 0.092701	1.09e-03	-3.3230	8.91e-04	0.000891	0.0339588679245283	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000107816.13.LZTS2.wgt.RDat	LZTS2	10	1.03e+08	1.03e+08	0.2645	rs17113735	 4.60	rs11594864	-0.00118	 3.59	 3.3575	407	 4	lasso	 0.01686	1.02e-01	 3.3174	0.000909	0.000909	0.0340033333333333	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000124613.4.ZNF391.wgt.RDat	ZNF391	6	27342394	27371683	0.301	rs4713118	 7.16	rs2206252	 0.30039	-5.68	-3.3407	392	14	enet	0.2706	1.26e-08	 3.24690	1.17e-03	0.00117	0.0429709090909091	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000137411.12.VARS2.wgt.RDat	VARS2	6	30881982	30894236	0.352	rs3130557	 3.28	rs1063646	 0.03244	 3.60	-0.1437	 88	25	enet	0.1019	6.30e-04	-3.22370	1.27e-03	0.00127	0.0458107142857143	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000076003.4.MCM6.wgt.RDat	MCM6	2	1.37e+08	1.37e+08	0.1888	rs2278544	-4.64	rs7600925	 0.093802	 4.20	-3.0372	284	 7	lasso	 0.071355	3.84e-03	-3.19554	0.001396	0.001396	0.0494722807017544	1	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000176155.14.CCDC57.wgt.RDat	CCDC57	17	80059336	80170706	0.3979	rs9907757	  3.49	rs4641801	 0.439199	-6.90	  3.30702	334	21	lasso	 0.42491	7.07e-14	 -3.1886	1.43e-03	0.00143	0.0498034482758621	1	GTEx.Brain_Cerebellum
