FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000152760.5.TCTEX1D1.wgt.RDat	TCTEX1D1	1	6.72e+07	6.72e+07	0.204	rs3738167	 -4.11	rs6696927	-0.000753	 3.95	 2.3217	562	 6	lasso	 0.03966	4.13e-02	 2.1528	3.13e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000272864.1.RP11-17E13.2.wgt.RDat	RP11-17E13.2	1	7.52e+07	7.52e+07	0.433	rs12033503	  2.19	rs10874274	 0.096900	 4.70	 0.4000	373	 8	lasso	 0.13966	3.47e-04	 0.3758	7.07e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000183291.11.SEP15.wgt.RDat	SEP15	1	8.73e+07	8.74e+07	0.272	rs1058978	  2.93	rs5744338	-0.011937	-3.41	-0.7407	456	 7	enet	 0.01148	1.69e-01	-0.3836	7.01e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000137944.12.CCBL2.wgt.RDat	CCBL2	1	8.94e+07	8.94e+07	0.346	rs6696199	 -3.51	rs1325923	 0.260789	-5.04	-0.4911	356	21	enet	 0.25077	1.15e-06	 0.7502	4.53e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000223745.3.RP4-717I23.3.wgt.RDat	RP4-717I23.3	1	9.37e+07	9.38e+07	0.376	rs4847399	  4.86	rs7519163	 0.335170	-5.39	 3.7733	316	37	enet	 0.33509	9.07e-09	-4.4067	1.05e-05
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000085491.11.SLC25A24.wgt.RDat	SLC25A24	1	1.09e+08	1.09e+08	0.384	rs17019802	 -2.87	rs594397	 0.272105	-4.86	 0.5145	407	 4	lasso	 0.24367	1.69e-06	-0.7264	4.68e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000134201.6.GSTM5.wgt.RDat	GSTM5	1	1.10e+08	1.10e+08	0.480	rs11807	 -2.64	rs1927328	 0.306391	-5.08	 1.5082	453	 3	lasso	 0.26467	5.37e-07	-1.4453	1.48e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000134202.6.GSTM3.wgt.RDat	GSTM3	1	1.10e+08	1.10e+08	0.572	rs11807	 -2.64	rs11807	 0.162954	 5.02	-2.6389	434	 8	lasso	 0.30591	5.15e-08	-1.6632	9.63e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000156171.10.DRAM2.wgt.RDat	DRAM2	1	1.12e+08	1.12e+08	0.420	rs1343817	 -3.85	rs3795823	 0.307935	 5.32	 1.2370	571	 6	lasso	 0.34715	4.33e-09	 0.1995	8.42e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000260948.1.RP11-552M11.8.wgt.RDat	RP11-552M11.8	1	1.12e+08	1.12e+08	0.376	rs2232041	 -3.35	rs1264888	 0.235426	-4.82	 1.7895	587	 4	lasso	 0.24859	1.30e-06	-1.6116	1.07e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000233337.1.UBE2FP3.wgt.RDat	UBE2FP3	1	1.12e+08	1.12e+08	0.377	rs2232041	 -3.35	rs1264899	 0.215543	 4.29	 2.1541	594	11	lasso	 0.17916	4.90e-05	 1.9534	5.08e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000116774.7.OLFML3.wgt.RDat	OLFML3	1	1.15e+08	1.15e+08	0.552	rs2359412	  2.63	rs11102772	-0.005592	-3.31	-0.0552	460	14	lasso	 0.03138	6.17e-02	 1.6497	9.90e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000116874.7.WARS2.wgt.RDat	WARS2	1	1.20e+08	1.20e+08	0.436	rs11590559	  2.38	rs12086	 0.231529	-5.02	-0.0814	448	 4	lasso	 0.35152	3.30e-09	 0.3104	7.56e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000231365.1.RP11-418J17.1.wgt.RDat	RP11-418J17.1	1	1.20e+08	1.20e+08	0.493	rs1779437	 -2.22	rs4508058	 0.264754	-5.31	 0.2385	474	10	lasso	 0.36667	1.27e-09	 1.1768	2.39e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000223345.3.HIST2H2BA.wgt.RDat	HIST2H2BA	1	1.21e+08	1.21e+08	0.214	rs17258606	  1.75	rs6600662	 0.098892	 3.69	 0.8134	 77	 4	lasso	 0.06559	1.20e-02	 0.9878	3.23e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000162836.7.ACP6.wgt.RDat	ACP6	1	1.47e+08	1.47e+08	0.357	rs6675828	  2.87	rs1344	 0.328422	-5.50	-0.6339	424	 6	lasso	 0.34640	4.54e-09	 0.4211	6.74e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000143369.10.ECM1.wgt.RDat	ECM1	1	1.50e+08	1.50e+08	0.376	rs17599629	  2.55	rs13294	-0.010471	-3.40	 0.2458	269	 9	lasso	-0.00509	4.43e-01	-0.0927	9.26e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000259357.1.RP11-316M1.12.wgt.RDat	RP11-316M1.12	1	1.51e+08	1.51e+08	0.254	rs17599629	  2.55	rs3849279	 0.024407	-4.03	-2.0769	294	 6	lasso	 0.02431	8.75e-02	 1.7911	7.33e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000203288.3.RP11-98D18.9.wgt.RDat	RP11-98D18.9	1	1.52e+08	1.52e+08	0.318	rs1568485	  2.62	rs4845579	 0.027569	-3.83	-1.1325	328	 4	lasso	 0.01807	1.20e-01	 0.8557	3.92e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000189171.9.S100A13.wgt.RDat	S100A13	1	1.54e+08	1.54e+08	0.382	rs4459102	  3.64	rs11497739	 0.194862	-4.89	-0.4586	389	33	enet	 0.10918	1.51e-03	-0.2650	7.91e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000271853.1.RP1-178F15.5.wgt.RDat	RP1-178F15.5	1	1.54e+08	1.54e+08	0.334	rs4459102	  3.64	rs11497739	 0.168522	-4.59	-0.4586	387	49	enet	 0.05568	1.92e-02	-0.3319	7.40e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000143575.10.HAX1.wgt.RDat	HAX1	1	1.54e+08	1.54e+08	0.272	rs3811453	  3.80	rs7543897	-0.009958	 3.13	-0.4471	336	29	enet	-0.00687	5.02e-01	 1.7305	8.35e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000163354.10.DCST2.wgt.RDat	DCST2	1	1.55e+08	1.55e+08	0.557	rs12726330	 11.38	rs10908452	 0.050927	-4.91	 0.2562	374	11	enet	 0.09626	2.80e-03	-0.8315	4.06e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000160767.16.FAM189B.wgt.RDat	FAM189B	1	1.55e+08	1.55e+08	0.341	rs12726330	 11.38	rs7520184	 0.012426	-3.68	 0.2248	305	 4	lasso	 0.01099	1.73e-01	-0.1136	9.10e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000272668.1.RP11-190A12.8.wgt.RDat	RP11-190A12.8	1	1.60e+08	1.60e+08	0.427	rs10908752	  3.46	rs4133290	 0.432902	 5.95	-0.3852	494	 6	lasso	 0.49344	1.64e-13	 0.1628	8.71e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000171806.7.METTL18.wgt.RDat	METTL18	1	1.70e+08	1.70e+08	0.176	rs3917744	 -2.72	rs2272920	 0.243828	-4.53	 1.2204	547	11	lasso	 0.22625	4.30e-06	-1.1156	2.65e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000117593.8.DARS2.wgt.RDat	DARS2	1	1.74e+08	1.74e+08	0.131	rs11579488	  2.11	rs12079820	 0.010340	-3.96	-1.1186	285	14	enet	-0.00223	3.67e-01	 1.2157	2.24e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000230124.2.RP5-1180C10.2.wgt.RDat	RP5-1180C10.2	1	1.80e+08	1.80e+08	0.299	rs7528949	 -2.75	rs16856409	 0.146308	 4.18	 1.2384	438	 3	lasso	 0.14658	2.47e-04	 0.6044	5.46e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000242150.2.RP11-134G8.6.wgt.RDat	RP11-134G8.6	1	2.01e+08	2.01e+08	0.435	rs3818873	 -4.58	rs41497348	 0.008987	-3.17	 0.2438	647	10	lasso	-0.00580	4.65e-01	 0.3035	7.62e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000069275.12.NUCKS1.wgt.RDat	NUCKS1	1	2.06e+08	2.06e+08	0.404	rs823114	-10.35	rs823130	 0.259633	-4.98	 4.0354	407	 4	lasso	 0.27396	3.20e-07	-3.7434	1.82e-04
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000203706.4.SERTAD4-AS1.wgt.RDat	SERTAD4-AS1	1	2.10e+08	2.10e+08	0.285	rs2013196	  2.40	rs7527633	 0.021030	-3.68	-0.3690	547	17	enet	 0.21315	8.56e-06	-0.2219	8.24e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000198468.3.FLVCR1-AS1.wgt.RDat	FLVCR1-AS1	1	2.13e+08	2.13e+08	0.350	rs17666456	  2.88	rs2279692	 0.399020	-5.83	-0.5487	397	10	enet	 0.33602	8.57e-09	 0.6401	5.22e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000162769.8.FLVCR1.wgt.RDat	FLVCR1	1	2.13e+08	2.13e+08	0.308	rs17666456	  2.88	rs3816954	 0.103079	 4.88	-1.0469	415	 5	lasso	 0.14510	2.66e-04	-1.0135	3.11e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000163041.5.H3F3A.wgt.RDat	H3F3A	1	2.26e+08	2.26e+08	0.282	rs360063	  2.81	rs3768543	 0.300772	 5.01	 0.8857	381	 3	lasso	 0.29265	1.11e-07	 0.9926	3.21e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000177614.5.PGBD5.wgt.RDat	PGBD5	1	2.30e+08	2.31e+08	0.549	rs5051	 -2.96	rs2493146	 0.007217	 3.56	 0.5478	670	16	lasso	 0.15507	1.63e-04	 0.2971	7.66e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000116962.10.NID1.wgt.RDat	NID1	1	2.36e+08	2.36e+08	0.578	rs210037	 -3.01	rs1726622	 0.008716	-3.12	-0.4720	533	14	lasso	 0.02022	1.07e-01	 0.9642	3.35e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000116984.8.MTR.wgt.RDat	MTR	1	2.37e+08	2.37e+08	0.468	rs4278367	  3.43	rs585298	 0.008322	-3.81	 0.5194	708	 8	lasso	 0.05243	2.24e-02	-0.3399	7.34e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000203666.8.EFCAB2.wgt.RDat	EFCAB2	1	2.45e+08	2.45e+08	0.626	rs6694326	  2.89	rs6700087	 0.440560	 6.09	 2.0373	539	13	lasso	 0.40449	1.07e-10	 1.8865	5.92e-02
FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000107959.11.PITRM1.wgt.RDat	PITRM1	10	3.18e+06	3.22e+06	0.509	rs1570854	-3.24	rs4611105	 0.3230	-5.59	-0.3496	734	19	enet	 0.31149	3.72e-08	 1.130	0.2586
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000237399.3.PITRM1-AS1.wgt.RDat	PITRM1-AS1	10	3.18e+06	3.21e+06	0.462	rs1570854	-3.24	rs4611105	 0.1296	-4.74	-0.3496	729	 7	lasso	 0.15447	1.68e-04	 0.376	0.7069
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000241058.1.NSUN6.wgt.RDat	NSUN6	10	1.88e+07	1.89e+07	0.531	rs10829156	-3.82	rs12772534	 0.1074	-4.21	-1.1624	606	37	enet	 0.22118	5.62e-06	 1.645	0.1000
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000185875.8.THNSL1.wgt.RDat	THNSL1	10	2.53e+07	2.53e+07	0.210	rs10764482	-2.27	rs10828777	-0.0110	-3.08	-0.0620	401	 5	lasso	-0.01197	8.18e-01	-0.697	0.4860
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000224597.5.PTCHD3P1.wgt.RDat	PTCHD3P1	10	2.97e+07	2.98e+07	0.346	rs1774933	 3.29	rs10082484	 0.1741	 4.47	-0.2016	761	 3	lasso	 0.12444	7.26e-04	 0.387	0.6987
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000099251.10.HSD17B7P2.wgt.RDat	HSD17B7P2	10	3.86e+07	3.87e+07	0.518	NA	   NA	NA	     NA	   NA	     NA	142	 0	enet	 0.00285	2.71e-01	    NA	    NA
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000169826.6.CSGALNACT2.wgt.RDat	CSGALNACT2	10	4.36e+07	4.37e+07	0.207	rs2484304	-4.75	rs2257767	 0.2297	 4.53	 1.3673	397	 5	lasso	 0.21517	7.70e-06	 1.393	0.1637
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000204164.6.BMS1P5.wgt.RDat	BMS1P5	10	4.89e+07	4.90e+07	0.273	rs9325886	-3.40	rs11204266	 0.1991	-4.51	 1.2824	180	 6	lasso	 0.05636	1.86e-02	-1.445	0.1485
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000204169.6.AGAP7.wgt.RDat	AGAP7	10	5.15e+07	5.15e+07	0.317	rs7085433	 2.62	rs12264350	 0.0571	 4.30	 2.1048	 69	 4	lasso	 0.07318	8.37e-03	 1.205	0.2284
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000138346.10.DNA2.wgt.RDat	DNA2	10	7.02e+07	7.02e+07	0.343	rs10997908	-3.22	rs12219699	 0.3089	-5.45	 0.7933	396	 5	lasso	 0.24734	1.39e-06	-0.821	0.4116
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000272734.1.ADIRF-AS1.wgt.RDat	ADIRF-AS1	10	8.87e+07	8.87e+07	0.219	rs10887646	-2.93	rs7916248	-0.0103	-3.39	 0.2131	241	 6	lasso	-0.00525	4.48e-01	-0.866	0.3866
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000026103.15.FAS.wgt.RDat	FAS	10	9.08e+07	9.08e+07	0.424	rs4417181	-3.53	rs1926196	 0.3513	 5.58	-0.0351	563	30	enet	 0.27946	2.35e-07	 0.625	0.5320
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000261438.1.RP11-399O19.9.wgt.RDat	RP11-399O19.9	10	9.08e+07	9.08e+07	0.397	rs4417181	-3.53	rs1926196	 0.1658	 4.83	-0.0351	555	 3	lasso	 0.19474	2.22e-05	-0.191	0.8484
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000232229.1.LINC00865.wgt.RDat	LINC00865	10	9.16e+07	9.16e+07	0.460	rs17129616	-2.87	rs1125326	 0.5341	 6.64	 1.3256	488	11	enet	 0.54702	1.89e-15	 1.458	0.1448
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000270670.1.RP11-248C1.3.wgt.RDat	RP11-248C1.3	10	9.16e+07	9.16e+07	0.350	rs17129616	-2.87	rs1125326	 0.4052	 5.88	 1.3256	483	10	enet	 0.40154	1.31e-10	 1.058	0.2900
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000095485.12.CWF19L1.wgt.RDat	CWF19L1	10	1.02e+08	1.02e+08	0.228	rs4274159	 2.74	rs11597086	 0.1271	 4.25	-1.0263	395	13	enet	 0.19700	1.98e-05	-1.514	0.1300
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000221767.1.MIR1307.wgt.RDat	MIR1307	10	1.05e+08	1.05e+08	0.567	rs12413409	-3.05	rs11191642	 0.4374	 6.04	 0.9174	335	 9	lasso	 0.45064	4.21e-12	 1.084	0.2782
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000260917.1.RP11-57H14.4.wgt.RDat	RP11-57H14.4	10	1.15e+08	1.15e+08	0.327	rs10787472	-2.59	rs2044365	 0.0613	 3.46	 0.2683	445	 5	lasso	 0.05245	2.24e-02	 0.463	0.6433
