FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000218510.3.LINC00339.wgt.RDat	LINC00339	1	2.24e+07	2.24e+07	0.372	rs3767142	-3.35	rs11586488	 0.37051	 5.88	 0.3782	498	 5	lasso	 0.348872	4.31e-10	 0.60215	5.47e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000240553.1.RP1-184J9.2.wgt.RDat	RP1-184J9.2	1	2.33e+07	2.34e+07	0.378	rs11800828	 2.07	rs16827981	-0.00428	-3.48	 0.9545	384	11	lasso	-0.004222	4.33e-01	-0.96273	3.36e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000204219.5.TCEA3.wgt.RDat	TCEA3	1	2.37e+07	2.38e+07	0.347	rs12080522	 2.34	rs2077066	 0.23929	-4.93	-1.0560	319	 6	lasso	 0.250999	2.54e-07	 0.73818	4.60e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000142684.7.ZNF593.wgt.RDat	ZNF593	1	2.65e+07	2.65e+07	0.378	rs4354529	-2.82	rs6700024	 0.26820	 5.48	 0.3714	426	 9	lasso	 0.264229	1.12e-07	 0.32840	7.43e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000236782.1.RP11-96L14.7.wgt.RDat	RP11-96L14.7	1	2.65e+07	2.65e+07	0.419	rs4354529	-2.82	rs6700024	 0.25100	 5.61	 0.3714	426	10	lasso	 0.281953	3.69e-08	 0.32805	7.43e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000142675.13.CNKSR1.wgt.RDat	CNKSR1	1	2.65e+07	2.65e+07	0.295	rs4354529	-2.82	rs12145714	 0.43308	-6.28	-0.0840	425	 4	lasso	 0.389396	2.35e-11	 0.08042	9.36e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000169442.4.CD52.wgt.RDat	CD52	1	2.66e+07	2.66e+07	0.309	rs4354529	-2.82	rs4471263	 0.02866	-3.92	 1.3692	381	32	enet	 0.118191	4.98e-04	 0.63026	5.29e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000117748.5.RPA2.wgt.RDat	RPA2	1	2.82e+07	2.82e+07	0.300	rs10902671	 2.23	rs17257252	 0.13368	 4.51	-0.6154	252	11	enet	 0.190274	9.20e-06	-0.26185	7.93e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000158161.11.EYA3.wgt.RDat	EYA3	1	2.83e+07	2.84e+07	0.242	rs12090855	-2.47	rs12144272	-0.00732	 3.48	-0.0677	267	35	enet	 0.017330	1.11e-01	 0.18184	8.56e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000270605.1.RP5-1092A3.4.wgt.RDat	RP5-1092A3.4	1	2.86e+07	2.86e+07	0.414	rs12090855	-2.47	rs905909	 0.29839	-5.70	-0.0488	251	 2	lasso	 0.270899	7.41e-08	 0.14892	8.82e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000204138.8.PHACTR4.wgt.RDat	PHACTR4	1	2.87e+07	2.88e+07	0.196	rs12090855	-2.47	rs12139243	 0.18203	-4.53	-1.4646	320	 4	lasso	 0.189949	9.38e-06	 1.37367	1.70e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000084652.11.TXLNA.wgt.RDat	TXLNA	1	3.26e+07	3.27e+07	0.222	rs16834922	-2.57	rs3795425	-0.01110	-3.06	-0.8859	211	13	enet	-0.000507	3.31e-01	 0.32967	7.42e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000233621.1.RP11-422J8.1.wgt.RDat	RP11-422J8.1	1	3.79e+07	3.79e+07	0.209	rs10908367	 2.41	rs2492301	 0.22995	-5.02	-0.0082	440	 2	lasso	 0.144668	1.18e-04	-0.00809	9.94e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000182109.3.RP11-69E11.4.wgt.RDat	RP11-69E11.4	1	4.00e+07	4.00e+07	0.230	rs11207370	 2.47	rs7539279	 0.09914	 4.21	 1.0924	372	 6	lasso	 0.111365	7.19e-04	 0.69336	4.88e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000084072.12.PPIE.wgt.RDat	PPIE	1	4.02e+07	4.02e+07	0.255	rs3122438	 2.65	rs7547787	 0.05744	 4.24	-0.3413	403	 6	lasso	 0.070435	6.33e-03	-0.25552	7.98e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000043514.11.TRIT1.wgt.RDat	TRIT1	1	4.03e+07	4.03e+07	0.225	rs3122438	 2.65	rs11207167	 0.04442	-3.53	 0.9841	392	 5	lasso	 0.022745	8.20e-02	-1.10813	2.68e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000272145.1.RP4-739H11.4.wgt.RDat	RP4-739H11.4	1	4.12e+07	4.12e+07	0.394	rs10489165	 2.38	rs209618	 0.06416	 3.38	-0.6017	404	 9	lasso	 0.097092	1.54e-03	-0.23910	8.11e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000066185.8.ZMYND12.wgt.RDat	ZMYND12	1	4.29e+07	4.29e+07	0.398	rs6672120	 2.18	rs655741	 0.02655	 3.78	 0.1120	335	11	enet	 0.060802	1.05e-02	-0.55538	5.79e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000164008.9.C1orf50.wgt.RDat	C1orf50	1	4.32e+07	4.33e+07	0.343	rs624969	-2.43	rs12141653	 0.24457	-5.50	-2.0603	423	15	lasso	 0.230758	8.64e-07	 1.24889	2.12e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000236624.4.CCDC163P.wgt.RDat	CCDC163P	1	4.60e+07	4.60e+07	0.577	rs6688723	-3.82	rs10736426	 0.46563	 6.79	 0.6098	276	 8	lasso	 0.453787	1.53e-13	 0.71538	4.74e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000272491.1.RP5-1024N4.4.wgt.RDat	RP5-1024N4.4	1	4.87e+07	4.87e+07	0.203	rs2063712	-3.72	rs1056042	 0.01111	 3.79	 1.0088	465	28	enet	 0.058819	1.17e-02	 1.99714	4.58e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000236360.1.RP11-334A14.2.wgt.RDat	RP11-334A14.2	1	5.35e+07	5.35e+07	0.262	rs6679249	 3.46	rs1242330	-0.01107	-3.22	 1.8303	429	20	enet	 0.001436	2.91e-01	-1.73584	8.26e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000162383.7.SLC1A7.wgt.RDat	SLC1A7	1	5.36e+07	5.36e+07	0.380	rs7518390	 2.98	rs3737989	 0.20471	 5.52	-1.0325	493	 4	lasso	 0.279857	4.21e-08	-1.05277	2.92e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000272091.1.RP4-758J24.5.wgt.RDat	RP4-758J24.5	1	5.45e+07	5.45e+07	0.323	rs4926614	 3.10	rs6683426	 0.02469	-3.86	-0.3099	468	 3	enet	 0.048066	2.07e-02	-0.44039	6.60e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000142856.12.ITGB3BP.wgt.RDat	ITGB3BP	1	6.39e+07	6.40e+07	0.678	rs12142862	 2.72	rs855325	 0.59425	 7.39	-1.8837	556	 4	lasso	 0.591670	3.23e-19	-1.93541	5.29e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000197568.9.HHLA3.wgt.RDat	HHLA3	1	7.08e+07	7.09e+07	0.424	rs617211	 2.46	rs11209600	 0.04435	 3.98	-0.5532	420	12	lasso	 0.107135	9.02e-04	 0.33681	7.36e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000272864.1.RP11-17E13.2.wgt.RDat	RP11-17E13.2	1	7.52e+07	7.52e+07	0.469	rs12033503	 2.19	rs6662846	 0.41237	-6.19	-0.4483	373	16	lasso	 0.364433	1.44e-10	 0.58268	5.60e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000162623.11.TYW3.wgt.RDat	TYW3	1	7.52e+07	7.52e+07	0.264	rs12033503	 2.19	rs452242	 0.19796	 4.62	 1.1511	404	13	lasso	 0.183696	1.34e-05	 0.33863	7.35e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000137944.12.CCBL2.wgt.RDat	CCBL2	1	8.94e+07	8.94e+07	0.470	rs6696199	-3.51	rs3753679	 0.38427	-6.65	-0.4912	356	25	enet	 0.481321	1.49e-14	 0.52973	5.96e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000097046.8.CDC7.wgt.RDat	CDC7	1	9.20e+07	9.20e+07	0.419	rs10801844	 3.00	rs11164774	 0.13685	 4.92	 2.6410	546	19	enet	 0.129204	2.75e-04	 2.01210	4.42e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000122483.13.CCDC18.wgt.RDat	CCDC18	1	9.36e+07	9.37e+07	0.117	rs4847399	 4.86	rs11164938	 0.01767	-3.26	 3.6917	306	26	enet	 0.037354	3.68e-02	-0.05115	9.59e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000223745.3.RP4-717I23.3.wgt.RDat	RP4-717I23.3	1	9.37e+07	9.38e+07	0.483	rs4847399	 4.86	rs771463	 0.52954	-7.10	 3.8808	316	12	lasso	 0.530899	1.63e-16	-3.90735	9.33e-05
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000122481.12.RWDD3.wgt.RDat	RWDD3	1	9.57e+07	9.57e+07	0.242	rs927703	 2.86	rs3753872	 0.16281	 4.41	 0.6707	491	 7	lasso	 0.081780	3.47e-03	 0.35745	7.21e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000233184.2.RP11-421L21.3.wgt.RDat	RP11-421L21.3	1	1.01e+08	1.02e+08	0.390	rs12132713	-2.54	rs6688545	 0.38707	 6.19	-0.3478	516	 5	lasso	 0.354058	3.00e-10	-0.33692	7.36e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000134222.12.PSRC1.wgt.RDat	PSRC1	1	1.10e+08	1.10e+08	0.269	rs17641881	-3.11	rs17643426	-0.01123	 2.90	-0.9111	430	 6	lasso	-0.009262	6.78e-01	-0.88191	3.78e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000260948.1.RP11-552M11.8.wgt.RDat	RP11-552M11.8	1	1.12e+08	1.12e+08	0.428	rs2232041	-3.35	rs1264897	 0.11320	-4.25	 1.8772	587	32	enet	 0.050779	1.79e-02	-2.22943	2.58e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000134245.13.WNT2B.wgt.RDat	WNT2B	1	1.13e+08	1.13e+08	0.289	rs6681719	 2.68	rs17030613	 0.27669	 5.49	 0.6475	396	 3	lasso	 0.287358	2.61e-08	 0.61576	5.38e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000009307.11.CSDE1.wgt.RDat	CSDE1	1	1.15e+08	1.15e+08	0.154	rs570419	-2.47	rs360639	 0.02690	-3.86	-0.0646	428	 5	lasso	 0.016577	1.16e-01	-0.16365	8.70e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000116874.7.WARS2.wgt.RDat	WARS2	1	1.20e+08	1.20e+08	0.587	rs11590559	 2.38	rs2645303	 0.34626	-5.76	-0.6460	448	 9	lasso	 0.350772	3.77e-10	 0.37671	7.06e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000231365.1.RP11-418J17.1.wgt.RDat	RP11-418J17.1	1	1.20e+08	1.20e+08	0.268	rs1779437	-2.22	rs380155	 0.14118	 4.49	-0.1496	474	 5	lasso	 0.323912	2.38e-09	-0.13238	8.95e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000223345.3.HIST2H2BA.wgt.RDat	HIST2H2BA	1	1.21e+08	1.21e+08	0.259	rs17258606	 1.75	rs2319971	 0.15086	-4.46	-1.1562	 77	 5	lasso	 0.152398	7.73e-05	 0.94993	3.42e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000215861.4.WI2-1896O14.1.wgt.RDat	WI2-1896O14.1	1	1.45e+08	1.45e+08	0.181	rs12124527	 1.06	rs682536	 0.04838	-2.65	-1.0592	  3	 2	lasso	 0.032429	4.81e-02	 0.90753	3.64e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000233396.3.RP11-458D21.1.wgt.RDat	RP11-458D21.1	1	1.45e+08	1.45e+08	0.184	rs3753436	 3.94	rs10910810	 0.05304	 4.02	-0.4590	112	 5	lasso	 0.036261	3.91e-02	 0.22801	8.20e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000181039.7.ANKRD34A.wgt.RDat	ANKRD34A	1	1.45e+08	1.45e+08	0.232	rs3753436	 3.94	rs7536830	 0.19974	-4.45	-0.8333	110	 6	lasso	 0.173803	2.34e-05	 1.19583	2.32e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000162836.7.ACP6.wgt.RDat	ACP6	1	1.47e+08	1.47e+08	0.656	rs6675828	 2.87	rs12045115	 0.41198	-6.81	-0.7143	424	 6	lasso	 0.536263	9.74e-17	 0.51859	6.04e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000259357.1.RP11-316M1.12.wgt.RDat	RP11-316M1.12	1	1.51e+08	1.51e+08	0.184	rs17599629	 2.55	rs4970988	 0.10189	-4.46	-2.1102	294	 3	lasso	 0.056345	1.34e-02	 2.40373	1.62e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000143376.8.SNX27.wgt.RDat	SNX27	1	1.52e+08	1.52e+08	0.362	rs1568485	 2.62	rs10888428	 0.00727	 3.72	 2.0840	339	 4	lasso	 0.024380	7.49e-02	 1.77007	7.67e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000189171.9.S100A13.wgt.RDat	S100A13	1	1.54e+08	1.54e+08	0.213	rs4459102	 3.64	rs11497739	 0.03847	-4.15	-0.4586	389	13	enet	 0.122534	3.94e-04	 0.09478	9.24e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000271853.1.RP1-178F15.5.wgt.RDat	RP1-178F15.5	1	1.54e+08	1.54e+08	0.214	rs4459102	 3.64	rs11548104	 0.06241	-4.16	-0.5692	387	13	enet	 0.161515	4.66e-05	-0.10514	9.16e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000236675.1.MTX1P1.wgt.RDat	MTX1P1	1	1.55e+08	1.55e+08	0.197	rs12726330	11.38	rs9297	 0.04636	 3.66	-2.7807	316	21	enet	 0.012601	1.46e-01	-1.40036	1.61e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000163382.7.APOA1BP.wgt.RDat	APOA1BP	1	1.57e+08	1.57e+08	0.361	rs35643925	 7.02	rs12023410	 0.16859	-4.62	 0.6667	420	14	enet	 0.125648	3.33e-04	-0.63124	5.28e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000272668.1.RP11-190A12.8.wgt.RDat	RP11-190A12.8	1	1.60e+08	1.60e+08	0.360	rs10908752	 3.46	rs4656856	 0.25225	 5.47	 1.0000	494	 4	lasso	 0.345131	5.59e-10	 0.34651	7.29e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000143318.8.CASQ1.wgt.RDat	CASQ1	1	1.60e+08	1.60e+08	0.375	rs10908752	 3.46	rs617698	 0.41691	-6.21	 1.0160	493	 7	lasso	 0.392447	1.87e-11	-0.97533	3.29e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000117477.8.CCDC181.wgt.RDat	CCDC181	1	1.69e+08	1.69e+08	0.434	rs4656634	 3.13	rs12026996	 0.05896	-3.94	-0.2823	601	12	lasso	 0.115445	5.78e-04	 0.06763	9.46e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000171806.7.METTL18.wgt.RDat	METTL18	1	1.70e+08	1.70e+08	0.240	rs3917744	-2.72	rs16828222	 0.26691	-5.21	 1.0330	547	16	lasso	 0.261637	1.32e-07	-1.05135	2.93e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000143322.15.ABL2.wgt.RDat	ABL2	1	1.79e+08	1.79e+08	0.326	rs2988268	 2.91	rs2793796	 0.16865	 4.83	 0.2797	516	70	enet	 0.223748	1.31e-06	-0.15292	8.78e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000135828.7.RNASEL.wgt.RDat	RNASEL	1	1.83e+08	1.83e+08	0.414	rs266528	-3.02	rs12041623	 0.18664	 5.00	-0.6186	456	20	enet	 0.202191	4.64e-06	-0.74102	4.59e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000058085.10.LAMC2.wgt.RDat	LAMC2	1	1.83e+08	1.83e+08	0.205	rs6424904	-2.79	rs3768617	 0.05484	 4.45	-0.4969	461	 5	lasso	 0.104814	1.02e-03	-0.73550	4.62e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Frontal_Cortex_BA9/GTEx.Brain_Frontal_Cortex_BA9.ENSG00000157064.6.NMNAT2.wgt.RDat	NMNAT2	1	1.83e+08	1.83e+08	0.293	rs6424904	-2.79	rs2275675	 0.10762	-4.19	 0.6975	538	18	enet	 0.083624	3.15e-03	-1.10249	2.70e-01
