FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000186715.6.MST1L.wgt.RDat	MST1L	1	1.71e+07	1.71e+07	0.377	rs9435739	-3.42	rs761422	 0.11877	-4.54	 1.61404	282	26	enet	 0.09109	1.72e-03	-2.1958	0.028109
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000238142.1.RP11-108M9.4.wgt.RDat	RP11-108M9.4	1	1.72e+07	1.72e+07	0.491	rs9435739	-3.42	rs6691985	 0.10526	 4.11	-0.36154	326	 8	lasso	 0.15305	5.25e-05	-0.2665	0.789853
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000235241.1.RP11-108M9.5.wgt.RDat	RP11-108M9.5	1	1.72e+07	1.72e+07	0.409	rs9435739	-3.42	rs6691985	 0.21550	 4.62	-0.36154	326	11	lasso	 0.17211	1.73e-05	 0.3069	0.758950
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000127463.9.EMC1.wgt.RDat	EMC1	1	1.95e+07	1.96e+07	0.319	rs6669110	 3.27	rs3748759	 0.16042	-5.12	-2.81250	516	 4	lasso	 0.19546	4.34e-06	 2.5899	0.009600
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000053372.4.MRTO4.wgt.RDat	MRTO4	1	1.96e+07	1.96e+07	0.326	rs6669110	 3.27	rs10917277	 0.25174	-5.14	-0.99237	492	 3	lasso	 0.22345	7.89e-07	 0.9845	0.324872
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000169914.5.OTUD3.wgt.RDat	OTUD3	1	2.02e+07	2.02e+07	0.463	rs6669110	 3.27	rs2315059	 0.15772	 5.19	-0.85227	538	 8	lasso	 0.23711	3.37e-07	-0.9194	0.357906
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000090432.5.MUL1.wgt.RDat	MUL1	1	2.08e+07	2.08e+07	0.418	rs3738144	 2.86	rs529974	 0.30525	-5.52	-0.75610	491	 7	lasso	 0.30997	2.80e-09	 0.9429	0.345751
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000227001.2.NBPF2P.wgt.RDat	NBPF2P	1	2.18e+07	2.18e+07	0.373	rs3767142	-3.35	rs2047654	 0.20527	-4.90	-0.10494	368	 7	lasso	 0.20666	2.21e-06	 0.1075	0.914391
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000142794.14.NBPF3.wgt.RDat	NBPF3	1	2.18e+07	2.18e+07	0.447	rs3767142	-3.35	rs2047654	 0.42717	 6.72	-0.10494	390	 4	lasso	 0.45387	4.45e-14	-0.2482	0.803976
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000218510.3.LINC00339.wgt.RDat	LINC00339	1	2.24e+07	2.24e+07	0.506	rs3767142	-3.35	rs11586488	 0.54149	 7.21	 0.37821	498	 4	lasso	 0.50788	3.33e-16	 0.5893	0.555627
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000169641.9.LUZP1.wgt.RDat	LUZP1	1	2.34e+07	2.35e+07	0.234	rs12080522	 2.34	rs643492	 0.13958	-3.78	 0.24167	405	 5	lasso	 0.10531	7.82e-04	-0.2385	0.811522
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000204219.5.TCEA3.wgt.RDat	TCEA3	1	2.37e+07	2.38e+07	0.507	rs12080522	 2.34	rs2077066	 0.36028	-5.90	-1.05600	319	 2	lasso	 0.34877	1.80e-10	 1.0435	0.296697
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000117305.10.HMGCL.wgt.RDat	HMGCL	1	2.41e+07	2.42e+07	0.215	rs4649163	-2.77	rs11591202	 0.09104	 4.28	 0.30833	365	12	enet	 0.12135	3.19e-04	 0.3651	0.715064
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000142684.7.ZNF593.wgt.RDat	ZNF593	1	2.65e+07	2.65e+07	0.481	rs4354529	-2.82	rs12145714	 0.38280	 6.19	-0.08397	426	 4	lasso	 0.40849	1.91e-12	-0.1230	0.902093
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000236782.1.RP11-96L14.7.wgt.RDat	RP11-96L14.7	1	2.65e+07	2.65e+07	0.474	rs4354529	-2.82	rs12145714	 0.37287	 6.13	-0.08397	426	 6	lasso	 0.38275	1.43e-11	-0.0433	0.965471
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000142675.13.CNKSR1.wgt.RDat	CNKSR1	1	2.65e+07	2.65e+07	0.455	rs4354529	-2.82	rs12145714	 0.22901	-5.74	-0.08397	425	33	enet	 0.30667	3.52e-09	 0.6341	0.526021
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000090273.9.NUDC.wgt.RDat	NUDC	1	2.72e+07	2.73e+07	0.162	rs4631721	-2.55	rs34339345	 0.03900	 3.58	-0.46083	258	 4	lasso	 0.02957	5.23e-02	 0.2965	0.766835
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000142748.8.FCN3.wgt.RDat	FCN3	1	2.77e+07	2.77e+07	0.341	NA	   NA	NA	      NA	   NA	      NA	219	 0	enet	-0.00440	4.45e-01	     NA	      NA
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000158161.11.EYA3.wgt.RDat	EYA3	1	2.83e+07	2.84e+07	0.238	rs12090855	-2.47	rs6699701	 0.10948	 4.02	-0.17054	267	26	enet	 0.07456	4.29e-03	 0.7154	0.474384
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000270605.1.RP5-1092A3.4.wgt.RDat	RP5-1092A3.4	1	2.86e+07	2.86e+07	0.481	rs12090855	-2.47	rs2938867	 0.45978	-6.65	-0.05600	251	 4	lasso	 0.45023	6.08e-14	 0.0184	0.985336
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000204138.8.PHACTR4.wgt.RDat	PHACTR4	1	2.87e+07	2.88e+07	0.236	rs12090855	-2.47	rs10751728	 0.20727	-5.18	-1.23200	320	35	enet	 0.19157	5.48e-06	 0.6231	0.533198
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000242125.2.SNHG3.wgt.RDat	SNHG3	1	2.88e+07	2.88e+07	0.307	rs12090855	-2.47	rs7548279	 0.01133	-4.05	 1.53392	269	13	enet	 0.05418	1.32e-02	-1.8840	0.059564
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000235790.3.RP11-73M7.6.wgt.RDat	RP11-73M7.6	1	3.21e+07	3.21e+07	0.410	rs636503	-2.03	rs6425780	 0.07528	-4.36	 0.00833	335	25	enet	 0.08900	1.93e-03	-0.7572	0.448925
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000084636.13.COL16A1.wgt.RDat	COL16A1	1	3.21e+07	3.22e+07	0.475	rs16834922	-2.57	rs10914472	 0.06480	-4.31	 0.93043	343	25	enet	 0.10939	6.23e-04	-0.4968	0.619316
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000233621.1.RP11-422J8.1.wgt.RDat	RP11-422J8.1	1	3.79e+07	3.79e+07	0.343	rs10908367	 2.41	rs2492301	 0.27069	-5.47	-0.00820	440	 3	lasso	 0.33187	6.07e-10	 0.2217	0.824562
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000163879.9.DNALI1.wgt.RDat	DNALI1	1	3.80e+07	3.80e+07	0.238	rs10908367	 2.41	rs17559337	 0.20916	 4.81	 1.08088	443	 7	lasso	 0.22334	7.94e-07	 1.0206	0.307454
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000183682.7.BMP8A.wgt.RDat	BMP8A	1	4.00e+07	4.00e+07	0.267	rs10889117	 2.31	rs1180347	 0.01252	 4.33	 0.76522	376	26	enet	 0.07302	4.67e-03	 0.6471	0.517560
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000084072.12.PPIE.wgt.RDat	PPIE	1	4.02e+07	4.02e+07	0.317	rs3122438	 2.65	rs12074147	 0.22506	 5.25	-0.25581	403	 8	lasso	 0.21081	1.71e-06	-0.1763	0.860086
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000187815.5.ZFP69.wgt.RDat	ZFP69	1	4.09e+07	4.10e+07	0.557	rs3122438	 2.65	rs7511983	 0.02370	 3.92	 2.33333	417	65	enet	 0.13106	1.84e-04	 1.4128	0.157704
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272145.1.RP4-739H11.4.wgt.RDat	RP4-739H11.4	1	4.12e+07	4.12e+07	0.259	rs10489165	 2.38	rs7519348	 0.09779	 4.33	-0.76667	404	 3	lasso	 0.06049	9.31e-03	-0.6630	0.507319
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000164008.9.C1orf50.wgt.RDat	C1orf50	1	4.32e+07	4.33e+07	0.367	rs624969	-2.43	rs3768027	 0.13647	-4.93	-0.98400	423	 6	lasso	 0.12935	2.03e-04	 0.7121	0.476375
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000177868.7.CCDC23.wgt.RDat	CCDC23	1	4.33e+07	4.33e+07	0.216	rs1999595	-2.86	rs655741	 0.25766	 5.05	 0.11200	422	 2	lasso	 0.24296	2.33e-07	-0.0613	0.951153
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000159479.12.MED8.wgt.RDat	MED8	1	4.38e+07	4.39e+07	0.316	rs10890266	 3.11	rs11210796	-0.00683	 2.86	-1.56118	448	29	enet	 0.00485	2.30e-01	 0.3815	0.702811
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000117407.12.ARTN.wgt.RDat	ARTN	1	4.44e+07	4.44e+07	0.132	rs932431	 3.46	rs617521	 0.04041	 4.06	-2.08397	404	 5	lasso	 0.02762	5.85e-02	-2.1595	0.030814
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000236624.4.CCDC163P.wgt.RDat	CCDC163P	1	4.60e+07	4.60e+07	0.338	rs6688723	-3.82	rs945179	 0.44945	 6.66	 0.49593	276	14	enet	 0.44156	1.27e-13	 0.4726	0.636486
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272491.1.RP5-1024N4.4.wgt.RDat	RP5-1024N4.4	1	4.87e+07	4.87e+07	0.221	rs2063712	-3.72	rs3767618	 0.06455	 3.97	 1.02564	465	40	enet	 0.14206	9.86e-05	 2.1274	0.033387
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272091.1.RP4-758J24.5.wgt.RDat	RP4-758J24.5	1	5.45e+07	5.45e+07	0.559	rs4926614	 3.10	rs17109989	 0.07027	 5.69	-1.47554	468	 4	lasso	 0.07418	4.38e-03	-1.5246	0.127371
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000212670.1.AL161915.1.wgt.RDat	AL161915.1	1	5.46e+07	5.46e+07	0.279	rs4926614	 3.10	rs9919296	-0.01015	 3.42	 0.09420	466	12	enet	-0.00321	4.05e-01	-0.6876	0.491680
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000162409.6.PRKAA2.wgt.RDat	PRKAA2	1	5.71e+07	5.72e+07	0.340	rs9970802	-2.56	rs10493215	 0.08106	 4.17	-0.30412	685	 4	lasso	 0.07630	3.90e-03	-0.1598	0.873035
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000142856.12.ITGB3BP.wgt.RDat	ITGB3BP	1	6.39e+07	6.40e+07	0.589	rs12142862	 2.72	rs855325	 0.52874	 7.27	-1.88372	556	 4	lasso	 0.54837	5.93e-18	-1.9402	0.052356
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000203965.8.EFCAB7.wgt.RDat	EFCAB7	1	6.40e+07	6.40e+07	0.235	rs641335	-2.45	rs12760364	 0.01552	 3.45	-0.10550	506	 7	lasso	 0.01675	1.10e-01	-0.1185	0.905684
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000162434.7.JAK1.wgt.RDat	JAK1	1	6.53e+07	6.54e+07	0.338	rs11799558	 3.12	rs310241	 0.21058	-5.14	 1.33099	480	 2	lasso	 0.23221	4.58e-07	-1.2522	0.210503
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000213625.4.LEPROT.wgt.RDat	LEPROT	1	6.59e+07	6.59e+07	0.229	rs6673324	-2.97	rs10889546	 0.06962	 4.10	 0.07692	436	 3	lasso	 0.07306	4.66e-03	 0.8632	0.388010
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000152760.5.TCTEX1D1.wgt.RDat	TCTEX1D1	1	6.72e+07	6.72e+07	0.267	rs3738167	-4.11	rs11208952	 0.23157	-5.11	-0.91071	562	 7	lasso	 0.25846	8.65e-08	 1.8291	0.067390
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000272864.1.RP11-17E13.2.wgt.RDat	RP11-17E13.2	1	7.52e+07	7.52e+07	0.197	rs12033503	 2.19	rs6673	 0.07694	-4.35	-0.74560	373	18	enet	 0.11979	3.48e-04	 0.3840	0.700952
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000116791.9.CRYZ.wgt.RDat	CRYZ	1	7.52e+07	7.52e+07	0.463	rs12033503	 2.19	rs10890142	 0.14097	 4.05	 1.21481	386	 5	lasso	 0.13561	1.42e-04	 0.9347	0.349939
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000162623.11.TYW3.wgt.RDat	TYW3	1	7.52e+07	7.52e+07	0.344	rs12033503	 2.19	rs10874274	 0.17744	 4.88	 0.40000	404	 5	lasso	 0.14959	6.40e-05	 0.8828	0.377327
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000261737.1.RP4-612B15.3.wgt.RDat	RP4-612B15.3	1	8.72e+07	8.72e+07	0.200	rs1058978	 2.93	rs7537393	-0.01030	-3.81	 1.20870	382	 8	enet	 0.04324	2.42e-02	-1.1870	0.235234
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000183291.11.SEP15.wgt.RDat	SEP15	1	8.73e+07	8.74e+07	0.195	rs1058978	 2.93	rs12066353	 0.13829	 4.15	 0.82162	456	 6	lasso	 0.16201	3.12e-05	-0.4562	0.648235
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000137944.12.CCBL2.wgt.RDat	CCBL2	1	8.94e+07	8.94e+07	0.588	rs6696199	-3.51	rs10922530	 0.39119	-6.59	-1.07627	356	13	enet	 0.37298	3.00e-11	 0.7169	0.473424
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000197147.8.LRRC8B.wgt.RDat	LRRC8B	1	9.00e+07	9.01e+07	0.310	rs12130207	-2.98	rs359920	-0.01053	 3.49	 0.23958	376	10	lasso	-0.00279	3.92e-01	-0.4051	0.685372
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000097046.8.CDC7.wgt.RDat	CDC7	1	9.20e+07	9.20e+07	0.257	rs10801844	 3.00	rs17501937	 0.12248	 4.12	 1.73171	546	 8	lasso	 0.09843	1.15e-03	 1.8833	0.059661
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000067208.10.EVI5.wgt.RDat	EVI5	1	9.30e+07	9.33e+07	0.247	rs4847399	 4.86	rs2031494	 0.32737	 5.61	 1.07914	344	13	lasso	 0.30428	4.14e-09	 1.1161	0.264373
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000223745.3.RP4-717I23.3.wgt.RDat	RP4-717I23.3	1	9.37e+07	9.38e+07	0.393	rs4847399	 4.86	rs17131699	 0.37012	-6.55	 3.55844	316	19	enet	 0.41626	1.03e-12	-3.5815	0.000342
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000233184.2.RP11-421L21.3.wgt.RDat	RP11-421L21.3	1	1.01e+08	1.02e+08	0.339	rs12132713	-2.54	rs4617425	 0.37384	 6.03	 0.09630	516	 6	lasso	 0.35240	1.38e-10	-0.0075	0.994013
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134184.8.GSTM1.wgt.RDat	GSTM1	1	1.10e+08	1.10e+08	0.353	rs11807	-2.64	rs11807	 0.01296	 3.86	-2.63889	440	16	enet	 0.12342	2.84e-04	-2.2050	0.027456
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000260246.1.AC000032.2.wgt.RDat	AC000032.2	1	1.10e+08	1.10e+08	0.372	rs11807	-2.64	rs11807	 0.01409	 3.93	-2.63889	433	17	enet	 0.12891	2.08e-04	-2.2081	0.027237
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134201.6.GSTM5.wgt.RDat	GSTM5	1	1.10e+08	1.10e+08	0.318	rs11807	-2.64	rs10735234	 0.28149	 5.54	 0.16667	453	 2	lasso	 0.31252	2.35e-09	-0.3939	0.693619
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000241720.2.RP4-735C1.4.wgt.RDat	RP4-735C1.4	1	1.10e+08	1.10e+08	0.670	rs11807	-2.64	rs11807	 0.33654	 5.82	-2.63889	452	17	lasso	 0.33100	6.45e-10	-2.0702	0.038434
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134202.6.GSTM3.wgt.RDat	GSTM3	1	1.10e+08	1.10e+08	0.683	rs11807	-2.64	rs11807	 0.34778	 5.90	-2.63889	434	12	lasso	 0.38465	1.24e-11	-1.9096	0.056188
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000143119.8.CD53.wgt.RDat	CD53	1	1.11e+08	1.11e+08	0.347	rs1343817	-3.85	rs718463	 0.04526	 4.13	 0.88281	590	 6	lasso	 0.12275	2.95e-04	 0.5822	0.560460
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000156171.10.DRAM2.wgt.RDat	DRAM2	1	1.12e+08	1.12e+08	0.349	rs1343817	-3.85	rs3762374	 0.28417	 5.66	 1.48148	571	 5	lasso	 0.30529	3.87e-09	 1.3432	0.179197
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000134245.13.WNT2B.wgt.RDat	WNT2B	1	1.13e+08	1.13e+08	0.360	rs6681719	 2.68	rs3737136	 0.19146	 5.44	 0.56463	396	 5	lasso	 0.22929	5.49e-07	 0.4538	0.649947
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000007341.14.ST7L.wgt.RDat	ST7L	1	1.13e+08	1.13e+08	0.287	rs1216791	-2.28	rs10745330	 0.18289	 4.75	 0.42593	375	 5	lasso	 0.20109	3.09e-06	 0.4997	0.617271
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000116489.8.CAPZA1.wgt.RDat	CAPZA1	1	1.13e+08	1.13e+08	0.207	rs2359710	-2.43	rs2932532	 0.16528	 4.13	 0.03448	329	 6	lasso	 0.10811	6.69e-04	-0.1560	0.876027
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000116874.7.WARS2.wgt.RDat	WARS2	1	1.20e+08	1.20e+08	0.395	rs11590559	 2.38	rs2645303	 0.16050	-5.36	-0.64602	448	31	enet	 0.33935	3.56e-10	 0.0629	0.949882
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000231365.1.RP11-418J17.1.wgt.RDat	RP11-418J17.1	1	1.20e+08	1.20e+08	0.182	rs1779437	-2.22	rs10923767	 0.21338	-4.64	 0.10526	474	 8	lasso	 0.12823	2.16e-04	-0.0325	0.974057
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000143067.4.ZNF697.wgt.RDat	ZNF697	1	1.20e+08	1.20e+08	0.280	rs12756326	 1.93	rs1045827	 0.01388	 3.71	-0.33871	378	31	enet	 0.09795	1.18e-03	-0.1646	0.869265
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000223345.3.HIST2H2BA.wgt.RDat	HIST2H2BA	1	1.21e+08	1.21e+08	0.216	rs17258606	 1.75	rs6600671	 0.24823	-4.95	-0.89600	 77	 2	lasso	 0.21581	1.26e-06	 0.9087	0.363515
