FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	Pvalue	Pvalue_FDR	Pvalue_bonferroni	Region
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000103496.10.STX4.wgt.RDat	STX4	16	31044210	31054296	0.137	rs9938550	-6.82	rs12445568	 0.24687	 5.33	-6.5798	 236	 1	lasso	 0.24330	8.31e-08	-6.57983	4.71e-11	4.71e-11	7.9285e-09	9.5142e-08	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000103510.15.KAT8.wgt.RDat	KAT8	16	31127075	31142714	0.207	rs9938550	-6.82	rs4527034	 0.00998	-4.23	 6.1724	 240	 9	lasso	 0.04964	1.39e-02	-6.04195	1.52e-09	1.52e-09	2.36184615384615e-07	3.0704e-06	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000127418.10.FGFRL1.wgt.RDat	FGFRL1	4	1.00e+06	1.02e+06	0.3193	rs4690326	10.12	rs2290409	 0.00783	 3.87	 2.06667	 376	41	enet	 0.110541	3.76e-04	-5.94987	2.68e-09	2.68e-09	3.86685714285714e-07	5.4136e-06	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000145217.9.SLC26A1.wgt.RDat	SLC26A1	4	9.73e+05	9.87e+05	0.6081	rs4690326	10.12	rs3796622	 0.41033	 6.64	 3.91379	 380	22	enet	 0.463439	2.12e-15	 5.91212	3.38e-09	3.38e-09	4.55173333333333e-07	6.8276e-06	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000099365.5.STX1B.wgt.RDat	STX1B	16	31000577	31021949	0.236	rs9938550	-6.82	rs35468353	 0.15576	 5.13	-6.5798	 231	11	lasso	 0.18156	4.77e-06	-5.43654	5.43e-08	5.43e-08	6.855375e-06	0.000109686	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000164615.3.CAMLG.wgt.RDat	CAMLG	5	1.34e+08	1.34e+08	0.3056	rs17167632	-5.41	rs11948613	 0.26668	 5.70	-5.35106	295	13	lasso	 0.24481	7.50e-08	-5.3783	7.52e-08	7.52e-08	8.93552941176471e-06	0.000151904	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000261766.1.RP11-22P6.2.wgt.RDat	RP11-22P6.2	16	28873487	28874661	0.152	rs4072402	-5.39	rs7185232	 0.08179	-4.09	-5.3307	 172	 3	lasso	 0.04390	1.95e-02	 5.17924	2.23e-07	2.23e-07	2.50255555555556e-05	0.00045046	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000189157.9.FAM47E.wgt.RDat	FAM47E	4	7.71e+07	7.72e+07	0.2491	rs12651582	 7.55	rs6849069	 0.16944	 4.70	-2.94783	 500	 7	lasso	 0.171127	9.22e-06	-5.09129	3.56e-07	3.56e-07	3.78484210526316e-05	0.00071912	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000177352.9.CCDC71.wgt.RDat	CCDC71	3	4.92e+07	4.92e+07	0.2072	rs12497850	-5.74	rs4858828	 0.24794	 5.25	-5.41525	 256	 6	lasso	 0.255311	3.65e-08	-5.0729	3.92e-07	3.92e-07	3.9592e-05	0.00079184	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000113621.10.TXNDC15.wgt.RDat	TXNDC15	5	1.34e+08	1.34e+08	0.4811	rs17167632	-5.41	rs3733897	 0.35581	 7.63	-4.56395	340	 4	lasso	 0.47712	5.74e-16	-4.5643	5.01e-06	5.01e-06	0.000481914285714286	0.0101202	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000226314.3.ZNF192P1.wgt.RDat	ZNF192P1	6	28129559	28137372	0.566	rs4713118	 7.16	rs9393897	 0.49415	 7.18	 4.6593	457	53	enet	0.5351	1.53e-18	 4.45079	8.56e-06	8.56e-06	0.000785963636363636	0.0172912	GTEx.Brain_Cerebellum
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000103932.7.RPAP1.wgt.RDat	RPAP1	15	4.18e+07	4.18e+07	0.162	rs2297380	-4.93	rs2297379	 0.097596	-4.23	 2.96491	363	 5	lasso	 0.12509	1.57e-04	-4.4390	9.04e-06	9.04e-06	0.000793947826086956	0.0182608	GTEx.Brain_Cerebellum
