FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000171824.9.EXOSC10.wgt.RDat	EXOSC10	1	1.11e+07	1.12e+07	0.331	rs284277	 -3.87	rs2486920	 0.15548	 5.00	 2.05303	353	 6	lasso	 0.185040	3.82e-06	 1.9275	5.39e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000226849.1.RP4-635E18.7.wgt.RDat	RP4-635E18.7	1	1.11e+07	1.11e+07	0.172	rs284277	 -3.87	rs2486920	 0.17286	 4.42	 2.05303	343	 5	lasso	 0.089190	1.34e-03	 1.8361	6.63e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000177000.6.MTHFR.wgt.RDat	MTHFR	1	1.19e+07	1.19e+07	0.252	rs3117066	  3.02	rs1476413	 0.09306	 4.50	-0.73228	457	 4	lasso	 0.033872	3.55e-02	-0.6370	5.24e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000011021.17.CLCN6.wgt.RDat	CLCN6	1	1.19e+07	1.19e+07	0.248	rs3117066	  3.02	rs2076003	 0.05241	 4.22	-0.80970	458	 8	lasso	 0.056399	9.29e-03	 0.7458	4.56e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000242349.1.NPPA-AS1.wgt.RDat	NPPA-AS1	1	1.19e+07	1.19e+07	0.750	rs3117066	  3.02	rs5065	 0.06307	-5.02	-1.01911	451	17	lasso	 0.129121	1.23e-04	 1.6602	9.69e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000116786.7.PLEKHM2.wgt.RDat	PLEKHM2	1	1.60e+07	1.61e+07	0.256	rs3979179	  2.62	rs7516683	 0.21479	 5.32	 0.40157	478	 9	lasso	 0.251412	4.77e-08	 0.3516	7.25e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000237938.1.RP11-288I21.1.wgt.RDat	RP11-288I21.1	1	1.60e+07	1.61e+07	0.272	rs3979179	  2.62	rs16851855	 0.14500	 4.49	 0.50806	432	16	lasso	 0.130614	1.12e-04	 0.3499	7.26e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000162461.7.SLC25A34.wgt.RDat	SLC25A34	1	1.61e+07	1.61e+07	0.402	rs3979179	  2.62	rs35352784	 0.23423	-5.84	 0.07194	423	 5	enet	 0.315498	4.91e-10	-0.4247	6.71e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000142632.12.ARHGEF19.wgt.RDat	ARHGEF19	1	1.65e+07	1.65e+07	0.395	rs3979179	  2.62	rs221035	 0.33197	 5.99	-1.43077	320	 4	lasso	 0.301609	1.37e-09	-1.3085	1.91e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000226029.1.RP4-798A10.2.wgt.RDat	RP4-798A10.2	1	1.68e+07	1.68e+07	0.308	rs3979179	  2.62	rs157252	 0.13735	-5.19	 0.33600	227	19	enet	 0.221785	3.52e-07	-0.2187	8.27e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000186301.7.MST1P2.wgt.RDat	MST1P2	1	1.70e+07	1.70e+07	0.379	rs9435739	 -3.42	rs6691985	 0.04068	-4.45	-0.36154	254	28	enet	 0.213631	6.02e-07	 0.5904	5.55e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000058453.12.CROCC.wgt.RDat	CROCC	1	1.71e+07	1.73e+07	0.298	rs9435739	 -3.42	rs6691985	 0.25057	 5.31	-0.36154	408	 3	lasso	 0.230304	1.99e-07	-0.3817	7.03e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000186715.6.MST1L.wgt.RDat	MST1L	1	1.71e+07	1.71e+07	0.207	rs9435739	 -3.42	rs761423	 0.12717	-4.35	 1.37719	282	 2	lasso	 0.085090	1.71e-03	-1.4130	1.58e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000238142.1.RP11-108M9.4.wgt.RDat	RP11-108M9.4	1	1.72e+07	1.72e+07	0.271	rs9435739	 -3.42	rs6691985	 0.16095	 4.18	-0.36154	326	 4	lasso	 0.141271	5.87e-05	-0.2476	8.04e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000235241.1.RP11-108M9.5.wgt.RDat	RP11-108M9.5	1	1.72e+07	1.72e+07	0.277	rs9435739	 -3.42	rs6691985	 0.21732	 4.78	-0.36154	326	 4	lasso	 0.197845	1.68e-06	-0.2362	8.13e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000127463.9.EMC1.wgt.RDat	EMC1	1	1.95e+07	1.96e+07	0.313	rs6669110	  3.27	rs710865	 0.35588	-6.28	-2.29915	516	 5	lasso	 0.416736	1.44e-13	 2.4932	1.27e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000211454.9.AKR7L.wgt.RDat	AKR7L	1	1.96e+07	1.96e+07	0.189	rs6669110	  3.27	rs12133034	-0.00822	 4.43	-1.26396	497	 9	enet	 0.024399	6.33e-02	-1.5789	1.14e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000040487.8.PQLC2.wgt.RDat	PQLC2	1	1.96e+07	1.97e+07	0.267	rs6669110	  3.27	rs214325	 0.05233	 4.51	-1.70696	490	 5	lasso	 0.060850	7.14e-03	-1.3963	1.63e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000169914.5.OTUD3.wgt.RDat	OTUD3	1	2.02e+07	2.02e+07	0.489	rs6669110	  3.27	rs10916668	 0.22706	 5.91	-0.98268	538	 9	lasso	 0.203302	1.18e-06	-1.0099	3.13e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000127472.6.PLA2G5.wgt.RDat	PLA2G5	1	2.04e+07	2.04e+07	0.638	rs4655165	  2.65	rs3767230	 0.05111	 4.73	 0.06475	559	11	lasso	 0.233139	1.65e-07	-2.0156	4.38e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000090432.5.MUL1.wgt.RDat	MUL1	1	2.08e+07	2.08e+07	0.400	rs3738144	  2.86	rs529974	 0.11323	-4.30	-0.75610	491	 6	lasso	 0.102330	6.14e-04	 0.9167	3.59e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000158825.5.CDA.wgt.RDat	CDA	1	2.09e+07	2.09e+07	0.316	rs3738144	  2.86	rs1076624	-0.00999	 3.99	 0.57047	466	 7	lasso	-0.007157	5.96e-01	 0.0307	9.76e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000127483.13.HP1BP3.wgt.RDat	HP1BP3	1	2.11e+07	2.11e+07	0.267	rs3738144	  2.86	rs1888759	 0.07323	 3.43	-0.03419	453	 4	lasso	 0.032743	3.81e-02	-0.4603	6.45e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000227001.2.NBPF2P.wgt.RDat	NBPF2P	1	2.18e+07	2.18e+07	0.278	rs3767142	 -3.35	rs4654947	 0.28560	-5.69	-0.07971	368	 4	lasso	 0.231688	1.82e-07	 0.0843	9.33e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000142794.14.NBPF3.wgt.RDat	NBPF3	1	2.18e+07	2.18e+07	0.689	rs3767142	 -3.35	rs4654947	 0.43572	 6.95	-0.07971	390	20	enet	 0.514721	1.33e-17	-0.4702	6.38e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000218510.3.LINC00339.wgt.RDat	LINC00339	1	2.24e+07	2.24e+07	0.353	rs3767142	 -3.35	rs11586488	 0.49940	 7.16	 0.37821	498	 2	lasso	 0.497113	8.01e-17	 0.7587	4.48e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000117305.10.HMGCL.wgt.RDat	HMGCL	1	2.41e+07	2.42e+07	0.301	rs4649163	 -2.77	rs6689056	 0.05610	-4.27	-2.19424	365	 3	lasso	 0.084967	1.72e-03	 2.1211	3.39e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000261349.1.RP3-465N24.5.wgt.RDat	RP3-465N24.5	1	2.56e+07	2.56e+07	0.561	rs631133	 -4.42	rs9689	 0.14633	 4.74	-4.01681	344	77	enet	 0.162084	1.62e-05	-3.1596	1.58e-03
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000157978.7.LDLRAP1.wgt.RDat	LDLRAP1	1	2.59e+07	2.59e+07	0.406	rs631133	 -4.42	rs11563	 0.13350	 5.33	 1.74107	344	 8	enet	 0.174597	7.41e-06	 1.3890	1.65e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000162430.12.SEPN1.wgt.RDat	SEPN1	1	2.61e+07	2.61e+07	0.356	rs631133	 -4.42	rs2115804	 0.22815	 4.92	 1.36765	360	12	lasso	 0.256842	3.29e-08	 1.5792	1.14e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000142675.13.CNKSR1.wgt.RDat	CNKSR1	1	2.65e+07	2.65e+07	0.619	rs4354529	 -2.82	rs12145714	 0.37646	-6.21	-0.08397	425	43	enet	 0.401081	5.53e-13	-0.1859	8.53e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000130695.9.CEP85.wgt.RDat	CEP85	1	2.66e+07	2.66e+07	0.377	rs4354529	 -2.82	rs6598955	 0.15365	 4.81	 2.32258	422	 8	lasso	 0.157703	2.13e-05	 2.1959	2.81e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000117682.12.DHDDS.wgt.RDat	DHDDS	1	2.68e+07	2.68e+07	0.320	rs4354529	 -2.82	rs10493028	 0.00444	 3.92	 1.70879	368	27	enet	 0.131271	1.08e-04	 0.0730	9.42e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000142765.13.SYTL1.wgt.RDat	SYTL1	1	2.77e+07	2.77e+07	0.332	rs4631721	 -2.55	rs35659744	 0.06294	-4.03	 1.31405	225	 9	lasso	 0.157964	2.10e-05	 0.1708	8.64e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000158161.11.EYA3.wgt.RDat	EYA3	1	2.83e+07	2.84e+07	0.515	rs12090855	 -2.47	rs11247734	 0.48853	 7.32	-0.04724	267	13	lasso	 0.574805	1.70e-20	-0.0833	9.34e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000169403.7.PTAFR.wgt.RDat	PTAFR	1	2.85e+07	2.85e+07	0.493	rs12090855	 -2.47	rs2790718	 0.09884	 5.15	 0.94836	256	 9	lasso	 0.169809	1.00e-05	-0.1989	8.42e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000130770.13.ATPIF1.wgt.RDat	ATPIF1	1	2.86e+07	2.86e+07	0.166	rs12090855	 -2.47	rs905909	 0.18799	-4.49	-0.04878	253	 2	lasso	 0.183840	4.13e-06	 0.0478	9.62e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000270605.1.RP5-1092A3.4.wgt.RDat	RP5-1092A3.4	1	2.86e+07	2.86e+07	0.592	rs12090855	 -2.47	rs2938867	 0.54010	-7.50	-0.05600	251	 5	lasso	 0.554401	1.80e-19	-0.0402	9.68e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000204138.8.PHACTR4.wgt.RDat	PHACTR4	1	2.87e+07	2.88e+07	0.201	rs12090855	 -2.47	rs6598929	 0.13617	-4.39	-1.23200	320	16	lasso	 0.126624	1.43e-04	 1.2900	1.97e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000121769.3.FABP3.wgt.RDat	FABP3	1	3.18e+07	3.18e+07	0.519	rs2377894	  2.02	rs7523438	 0.00533	-4.31	 0.65217	378	44	enet	 0.069994	4.16e-03	-0.6231	5.33e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000084652.11.TXLNA.wgt.RDat	TXLNA	1	3.26e+07	3.27e+07	0.144	rs16834922	 -2.57	rs3862892	 0.13595	 4.03	 1.01754	211	 2	lasso	 0.123416	1.74e-04	 1.3729	1.70e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000220785.3.MTMR9LP.wgt.RDat	MTMR9LP	1	3.27e+07	3.27e+07	0.368	rs16834922	 -2.57	rs3795425	 0.19426	 5.47	-0.88591	193	 8	lasso	 0.167149	1.18e-05	-1.0388	2.99e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000142920.12.ADC.wgt.RDat	ADC	1	3.35e+07	3.36e+07	0.167	rs2786547	 -2.44	rs2306258	 0.02672	 3.73	-0.12857	358	20	enet	 0.064011	5.93e-03	-0.2946	7.68e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000225313.2.RP11-415J8.3.wgt.RDat	RP11-415J8.3	1	3.38e+07	3.38e+07	0.247	rs2786547	 -2.44	rs4653044	 0.05808	-4.31	 0.15044	423	 3	lasso	 0.069925	4.18e-03	-0.3493	7.27e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000116885.14.OSCP1.wgt.RDat	OSCP1	1	3.69e+07	3.69e+07	0.226	rs2275480	  3.53	rs2275477	 0.17938	 4.86	-1.97794	372	 2	lasso	 0.138576	6.92e-05	-2.0388	4.15e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000233621.1.RP11-422J8.1.wgt.RDat	RP11-422J8.1	1	3.79e+07	3.79e+07	0.452	rs10908367	  2.41	rs2245873	 0.22476	 5.46	 0.44615	440	10	lasso	 0.336153	1.03e-10	 0.5180	6.04e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000163879.9.DNALI1.wgt.RDat	DNALI1	1	3.80e+07	3.80e+07	0.365	rs10908367	  2.41	rs4652958	 0.17907	-5.40	-0.08403	443	11	lasso	 0.221149	3.67e-07	 0.4932	6.22e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000204084.8.INPP5B.wgt.RDat	INPP5B	1	3.83e+07	3.84e+07	0.415	rs2494440	  3.08	rs502621	 0.18966	 5.29	-0.04386	492	 9	lasso	 0.275104	9.18e-09	 0.2622	7.93e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000084072.12.PPIE.wgt.RDat	PPIE	1	4.02e+07	4.02e+07	0.378	rs3122438	  2.65	rs7518431	 0.22837	 4.96	-0.31496	403	 3	lasso	 0.107040	4.64e-04	 0.1049	9.16e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000187815.5.ZFP69.wgt.RDat	ZFP69	1	4.09e+07	4.10e+07	0.285	rs3122438	  2.65	rs6600339	 0.17510	-4.83	-1.07258	417	 8	lasso	 0.174043	7.67e-06	 1.4232	1.55e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000272145.1.RP4-739H11.4.wgt.RDat	RP4-739H11.4	1	4.12e+07	4.12e+07	0.204	rs10489165	  2.38	rs669072	 0.16638	 4.38	-0.70290	404	 5	lasso	 0.145024	4.66e-05	-0.5632	5.73e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000204060.4.FOXO6.wgt.RDat	FOXO6	1	4.18e+07	4.18e+07	0.353	rs3856254	 -3.18	rs12022978	 0.32758	 6.27	-0.78142	435	21	enet	 0.363865	1.18e-11	-1.2679	2.05e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000127124.9.HIVEP3.wgt.RDat	HIVEP3	1	4.20e+07	4.25e+07	0.232	rs3856254	 -3.18	rs997385	 0.16114	 4.83	-0.72727	577	 6	lasso	 0.189914	2.80e-06	-0.6750	5.00e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000066185.8.ZMYND12.wgt.RDat	ZMYND12	1	4.29e+07	4.29e+07	0.320	rs6672120	  2.18	rs10493108	 0.09544	-4.97	-0.60127	335	10	lasso	 0.178732	5.71e-06	 0.8326	4.05e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000164008.9.C1orf50.wgt.RDat	C1orf50	1	4.32e+07	4.33e+07	0.316	rs624969	 -2.43	rs11210721	 0.07429	-4.80	-0.38168	423	 5	lasso	 0.092783	1.08e-03	 0.1087	9.13e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000177868.7.CCDC23.wgt.RDat	CCDC23	1	4.33e+07	4.33e+07	0.180	rs1999595	 -2.86	rs323720	 0.09229	 5.04	 0.47107	422	 3	lasso	 0.095577	9.18e-04	 0.2381	8.12e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000227533.1.SLC2A1-AS1.wgt.RDat	SLC2A1-AS1	1	4.34e+07	4.34e+07	0.390	rs624969	 -2.94	rs2367159	 0.12452	 5.00	-0.52542	425	14	enet	 0.233611	1.60e-07	-0.2794	7.80e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000117407.12.ARTN.wgt.RDat	ARTN	1	4.44e+07	4.44e+07	0.475	rs932431	  3.46	rs2906458	 0.33010	 6.35	-1.76744	404	 5	lasso	 0.426790	5.98e-14	-1.6253	1.04e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000236624.4.CCDC163P.wgt.RDat	CCDC163P	1	4.60e+07	4.60e+07	0.726	rs6688723	 -3.82	rs4660862	 0.66803	 8.52	 0.54839	276	 8	lasso	 0.696456	7.44e-28	 0.6696	5.03e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000117448.9.AKR1A1.wgt.RDat	AKR1A1	1	4.60e+07	4.60e+07	0.176	rs6688723	 -3.82	rs7532762	 0.01741	 3.71	 1.31618	283	 1	lasso	-0.000580	3.34e-01	 1.3162	1.88e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000085999.7.RAD54L.wgt.RDat	RAD54L	1	4.67e+07	4.67e+07	0.482	rs11584024	 -2.94	rs720413	 0.01699	-4.33	-0.41322	349	45	enet	 0.108139	4.34e-04	-0.4856	6.27e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000117480.11.FAAH.wgt.RDat	FAAH	1	4.69e+07	4.69e+07	0.234	rs11584024	 -2.94	rs1535737	 0.15010	 4.72	 0.72868	349	 3	lasso	 0.220488	3.83e-07	 0.0389	9.69e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000272491.1.RP5-1024N4.4.wgt.RDat	RP5-1024N4.4	1	4.87e+07	4.87e+07	0.170	rs2063712	 -3.72	rs2485911	 0.07976	-4.37	-1.77165	465	 7	lasso	 0.121032	2.00e-04	 2.2905	2.20e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000132122.7.SPATA6.wgt.RDat	SPATA6	1	4.88e+07	4.89e+07	0.217	rs2063712	 -3.72	rs2253233	 0.03009	 3.56	-1.92593	533	10	enet	-0.004830	4.75e-01	-2.2234	2.62e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000266993.1.RP4-657D16.3.wgt.RDat	RP4-657D16.3	1	5.23e+07	5.23e+07	0.175	rs12067434	 -3.01	rs7541944	 0.00786	-3.75	 0.50758	204	25	enet	-0.004147	4.47e-01	-1.3624	1.73e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000085840.8.ORC1.wgt.RDat	ORC1	1	5.28e+07	5.29e+07	0.120	rs6679249	  3.46	rs7512531	 0.04567	 3.70	-0.05291	257	 4	lasso	 0.029136	4.74e-02	-0.5777	5.63e-01
